"","AFFILIATION","full_tags","tag.number","full.tag.number"
"9022","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Statsadministration",4,2
"9023","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Centraladministration",4,3
"9024","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Beskæftigelse",4,4
"9025","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Stat",5,1
"9026","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Statsadministration",5,2
"9027","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Centraladministration",5,3
"9028","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Erhvervsområdet",5,4
"9029","Erhvervssygdomsudvalget 26588","Mødested",1,1
"9030","Erhvervssygdomsudvalget 26588","Statsadministration",1,2
"9031","Erhvervssygdomsudvalget 26588","Centraladministration",1,3
"9032","Erhvervssygdomsudvalget 26588","Råd og Nævn",1,4
"9033","Erhvervssygdomsudvalget 26588","Stat",2,1
"9034","Erhvervssygdomsudvalget 26588","Statsadministration",2,2
"9035","Erhvervssygdomsudvalget 26588","Centraladministration",2,3
"9036","Erhvervssygdomsudvalget 26588","Beskæftigelse",2,4
"9037","Ligebehandlingsnævnet 26589","Mødested",1,1
"9038","Ligebehandlingsnævnet 26589","Statsadministration",1,2
"9039","Ligebehandlingsnævnet 26589","Centraladministration",1,3
"9040","Ligebehandlingsnævnet 26589","Råd og Nævn",1,4
"9041","Ligebehandlingsnævnet 26589","Stat",2,1
"9042","Ligebehandlingsnævnet 26589","Statsadministration",2,2
"9043","Ligebehandlingsnævnet 26589","Centraladministration",2,3
"9044","Ligebehandlingsnævnet 26589","Beskæftigelse",2,4
"9045","Ligebehandlingsnævnet 26589","Stat",3,1
"9046","Ligebehandlingsnævnet 26589","Statsadministration",3,2
"9047","Ligebehandlingsnævnet 26589","Centraladministration",3,3
"9048","Ligebehandlingsnævnet 26589","Socialområdet",3,4
"9049","Arbejdsretten (Dommere) 26590","Stat",1,1
"9050","Arbejdsretten (Dommere) 26590","Jura",1,2
"9051","Arbejdsretten (Dommere) 26590","Domstole",1,3
"9052","Arbejdsretten (Dommere) 26590","Stat",2,1
"9053","Arbejdsretten (Dommere) 26590","Jura",2,2
"9054","Arbejdsretten (Dommere) 26590","Retsvæsen",2,3
"9055","Det Danske Kulturinstitut (Repræsentantskab) 26591","Ideologi",1,1
"9056","Det Danske Kulturinstitut (Repræsentantskab) 26591","Kultur",1,2
"9057","Teknologisk Institut (Repræsentantskab) 26592","Erhvervsliv",1,1
"9058","Teknologisk Institut (Repræsentantskab) 26592","Industri",1,2
"9059","Teknologisk Institut (Repræsentantskab) 26592","Byggeri",1,3
"9060","Teknologisk Institut (Repræsentantskab) 26592","Erhvervsliv",2,1
"9061","Teknologisk Institut (Repræsentantskab) 26592","Industri",2,2
"9062","Teknologisk Institut (Repræsentantskab) 26592","Tech",2,3
"9063","Teknologisk Institut (Repræsentantskab) 26592","Ideologi",3,1
"9064","Teknologisk Institut (Repræsentantskab) 26592","Videnskab",3,2
"9065","Teknologisk Institut (Repræsentantskab) 26592","Teknologi",3,3
"9066","Teknologisk Institut (Repræsentantskab) 26592","Mødested",4,1
"9067","Teknologisk Institut (Repræsentantskab) 26592","Dansk Industri",4,2
"9068","Center for Offentlig-Privat Innovation (Bestyrelse) 26593","Stat",1,1
"9069","Center for Offentlig-Privat Innovation (Bestyrelse) 26593","Politik",1,2
"9070","Center for Offentlig-Privat Innovation (Bestyrelse) 26593","Interesseorganisationer",1,3
"9071","Center for Offentlig-Privat Innovation (Bestyrelse) 26593","Stat",2,1
"9072","Center for Offentlig-Privat Innovation (Bestyrelse) 26593","Politik",2,2
"9073","Center for Offentlig-Privat Innovation (Bestyrelse) 26593","Interesseorganisationer",2,3
"9074","Center for Offentlig-Privat Innovation (Bestyrelse) 26593","Erhvervsorganisationer",2,4
"9075","Det Systemiske Risikoråd (Medlemmer) 26594","Ideologi",1,1
"9076","Det Systemiske Risikoråd (Medlemmer) 26594","Videnskab",1,2
"9077","Det Systemiske Risikoråd (Medlemmer) 26594","Samfundsvidenskab",1,3
"9078","Det Systemiske Risikoråd (Medlemmer) 26594","Økonomi",1,4
"9079","Det Systemiske Risikoråd (Medlemmer) 26594","Mødested",2,1
"9080","Det Systemiske Risikoråd (Medlemmer) 26594","Statsadministration",2,2
"9081","Det Systemiske Risikoråd (Medlemmer) 26594","Centraladministration",2,3
"9082","Det Systemiske Risikoråd (Medlemmer) 26594","Stat",3,1
"9083","Det Systemiske Risikoråd (Medlemmer) 26594","Statsadministration",3,2
"9084","Det Systemiske Risikoråd (Medlemmer) 26594","Centraladministration",3,3
"9085","Det Systemiske Risikoråd (Medlemmer) 26594","Erhvervsområdet",3,4
"9086","Danmarks Eksport- og Investeringsfond (Bestyrelse) 43478206","Erhvervsliv",1,1
"9087","Danmarks Eksport- og Investeringsfond (Bestyrelse) 43478206","Finans",1,2
"9088","Danmarks Eksport- og Investeringsfond (Bestyrelse) 43478206","Erhvervsliv",2,1
"9089","Danmarks Eksport- og Investeringsfond (Bestyrelse) 43478206","Fonde",2,2
"9090","Danmarks Eksport- og Investeringsfond (Bestyrelse) 43478206","Stat",3,1
"9091","Danmarks Eksport- og Investeringsfond (Bestyrelse) 43478206","Statsadministration",3,2
"9092","Danmarks Eksport- og Investeringsfond (Bestyrelse) 43478206","Centraladministration",3,3
"9093","Danmarks Eksport- og Investeringsfond (Bestyrelse) 43478206","Erhvervsområdet",3,4
"9094","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Mødested",1,1
"9095","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Statsadministration",1,2
"9096","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Centraladministration",1,3
"9097","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Råd og Nævn",1,4
"9098","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Stat",2,1
"9099","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Statsadministration",2,2
"9100","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Centraladministration",2,3
"9101","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Beskæftigelse",2,4
"9102","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Stat",3,1
"9103","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Statsadministration",3,2
"9104","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Lokaladministration",3,3
"9105","REGIONERNES LØNNINGS- OG TAKSTNÆVN (Medlemmer) 26596","Regionalt",3,4
"9106","Skibsfartsnævnet (Medlemmer) 26597","Erhvervsliv",1,1
"9107","Skibsfartsnævnet (Medlemmer) 26597","Industri",1,2
"9108","Skibsfartsnævnet (Medlemmer) 26597","Militær",2,1
"9109","Skibsfartsnævnet (Medlemmer) 26597","Mødested",3,1
"9110","Skibsfartsnævnet (Medlemmer) 26597","Statsadministration",3,2
"9111","Skibsfartsnævnet (Medlemmer) 26597","Centraladministration",3,3
"9112","Skibsfartsnævnet (Medlemmer) 26597","Råd og Nævn",3,4
"9113","Skibsfartsnævnet (Medlemmer) 26597","Stat",4,1
"9114","Skibsfartsnævnet (Medlemmer) 26597","Statsadministration",4,2
"9115","Skibsfartsnævnet (Medlemmer) 26597","Infrastruktur",4,3
"9116","Skibsfartsnævnet (Medlemmer) 26597","Transport",4,4
"9117","Statens Samarbejdsnævn (Medlemmer) 26598","Mødested",1,1
"9118","Statens Samarbejdsnævn (Medlemmer) 26598","Statsadministration",1,2
"9119","Statens Samarbejdsnævn (Medlemmer) 26598","Centraladministration",1,3
"9120","Statens Samarbejdsnævn (Medlemmer) 26598","Råd og Nævn",1,4
"9121","Statens Samarbejdsnævn (Medlemmer) 26598","Stat",2,1
"9122","Statens Samarbejdsnævn (Medlemmer) 26598","Politik",2,2
"9123","Statens Samarbejdsnævn (Medlemmer) 26598","Interesseorganisationer",2,3
"9124","Statens Samarbejdsnævn (Medlemmer) 26598","Arbejdsgiverorganisationer",2,4
"9125","Statens Samarbejdsnævn (Medlemmer) 26598","Stat",3,1
"9126","Statens Samarbejdsnævn (Medlemmer) 26598","Politik",3,2
"9127","Statens Samarbejdsnævn (Medlemmer) 26598","Interesseorganisationer",3,3
"9128","Statens Samarbejdsnævn (Medlemmer) 26598","Fagbevægelse",3,4
"9129","Designmuseum Danmark (Repræsentantskab) 26599","Ideologi",1,1
"9130","Designmuseum Danmark (Repræsentantskab) 26599","Kultur",1,2
"9131","Designmuseum Danmark (Repræsentantskab) 26599","Design",1,3
"9132","Komitéen for god Fondsledelse (medlemmer) 26600","Erhvervsliv",1,1
"9133","Komitéen for god Fondsledelse (medlemmer) 26600","Fonde",1,2
"9134","Dansk Design Center (Bestyrelse) 26601","Erhvervsliv",1,1
"9135","Dansk Design Center (Bestyrelse) 26601","Fonde",1,2
"9136","Dansk Design Center (Bestyrelse) 26601","Ideologi",2,1
"9137","Dansk Design Center (Bestyrelse) 26601","Kultur",2,2
"9138","Dansk Design Center (Bestyrelse) 26601","Design",2,3
"9139","Garantifonden for Skadesforsikringsselskaber (Bestyrelse) 26603","Erhvervsliv",1,1
"9140","Garantifonden for Skadesforsikringsselskaber (Bestyrelse) 26603","Fonde",1,2
"9141","Garantifonden for Skadesforsikringsselskaber (Bestyrelse) 26603","Mødested",2,1
"9142","Garantifonden for Skadesforsikringsselskaber (Bestyrelse) 26603","Statsadministration",2,2
"9143","Garantifonden for Skadesforsikringsselskaber (Bestyrelse) 26603","Centraladministration",2,3
"9144","Garantifonden for Skadesforsikringsselskaber (Bestyrelse) 26603","Råd og Nævn",2,4
"9145","We Build Denmark (Bestyrelse) 26604","Erhvervsliv",1,1
"9146","We Build Denmark (Bestyrelse) 26604","Industri",1,2
"9147","We Build Denmark (Bestyrelse) 26604","Byggeri",1,3
"9148","We Build Denmark (Bestyrelse) 26604","Ideologi",2,1
"9149","We Build Denmark (Bestyrelse) 26604","Videnskab",2,2
"9150","We Build Denmark (Bestyrelse) 26604","Teknologi",2,3
"9151","We Build Denmark (Bestyrelse) 26604","Stat",3,1
"9152","We Build Denmark (Bestyrelse) 26604","Politik",3,2
"9153","We Build Denmark (Bestyrelse) 26604","Interesseorganisationer",3,3
"9154","We Build Denmark (Bestyrelse) 26604","Erhvervsorganisationer",3,4
"9155","We Build Denmark (Bestyrelse) 26604","Stat",4,1
"9156","We Build Denmark (Bestyrelse) 26604","Statsadministration",4,2
"9157","We Build Denmark (Bestyrelse) 26604","Infrastruktur",4,3
"9158","We Build Denmark (Bestyrelse) 26604","Miljø",4,4
"9159","Danmarks Statistik (Bestyrelse) 17150413","Ideologi",1,1
"9160","Danmarks Statistik (Bestyrelse) 17150413","Videnskab",1,2
"9161","Danmarks Statistik (Bestyrelse) 17150413","Samfundsvidenskab",1,3
"9162","Danmarks Statistik (Bestyrelse) 17150413","Økonomi",1,4
"9163","Danmarks Statistik (Bestyrelse) 17150413","Stat",2,1
"9164","Danmarks Statistik (Bestyrelse) 17150413","Statsadministration",2,2
"9165","Danmarks Statistik (Bestyrelse) 17150413","Centraladministration",2,3
"9166","Dansk Institut for Partier og Demokrati, DIPD (Bestyrelse) 26606","Stat",1,1
"9167","Dansk Institut for Partier og Demokrati, DIPD (Bestyrelse) 26606","Statsadministration",1,2
"9168","Dansk Institut for Partier og Demokrati, DIPD (Bestyrelse) 26606","Udenrigstjenesten",1,3
"9169","Digitaliseringsrådet 26607","Mødested",1,1
"9170","Digitaliseringsrådet 26607","Statsadministration",1,2
"9171","Digitaliseringsrådet 26607","Centraladministration",1,3
"9172","Digitaliseringsrådet 26607","Råd og Nævn",1,4
"9173","Digitaliseringsrådet 26607","Stat",2,1
"9174","Digitaliseringsrådet 26607","Politik",2,2
"9175","Digitaliseringsrådet 26607","Interesseorganisationer",2,3
"9176","Digitaliseringsrådet 26607","Erhvervsorganisationer",2,4
"9177","Konkurrencerådet (Medlemmer) 26609","Mødested",1,1
"9178","Konkurrencerådet (Medlemmer) 26609","Statsadministration",1,2
"9179","Konkurrencerådet (Medlemmer) 26609","Centraladministration",1,3
"9180","Konkurrencerådet (Medlemmer) 26609","Råd og Nævn",1,4
"9181","Konkurrencerådet (Medlemmer) 26609","Stat",2,1
"9182","Konkurrencerådet (Medlemmer) 26609","Politik",2,2
"9183","Konkurrencerådet (Medlemmer) 26609","Interesseorganisationer",2,3
"9184","Konkurrencerådet (Medlemmer) 26609","Erhvervsorganisationer",2,4
"9185","Konkurrencerådet (Medlemmer) 26609","Stat",3,1
"9186","Konkurrencerådet (Medlemmer) 26609","Statsadministration",3,2
"9187","Konkurrencerådet (Medlemmer) 26609","Centraladministration",3,3
"9188","Konkurrencerådet (Medlemmer) 26609","Erhvervsområdet",3,4
"9189","Det Strategiske Arbejdsmiljøforskningsudvalg, DSU (Medlemmer) 26610","Stat",1,1
"9190","Det Strategiske Arbejdsmiljøforskningsudvalg, DSU (Medlemmer) 26610","Statsadministration",1,2
"9191","Det Strategiske Arbejdsmiljøforskningsudvalg, DSU (Medlemmer) 26610","Centraladministration",1,3
"9192","Det Strategiske Arbejdsmiljøforskningsudvalg, DSU (Medlemmer) 26610","Beskæftigelse",1,4
"9193","Branchearbejdsmiljørådet Jord til Bord (Medlemmer) 26611","Erhvervsliv",1,1
"9194","Branchearbejdsmiljørådet Jord til Bord (Medlemmer) 26611","Industri",1,2
"9195","Branchearbejdsmiljørådet Jord til Bord (Medlemmer) 26611","Transport",1,3
"9196","Branchearbejdsmiljørådet Jord til Bord (Medlemmer) 26611","Erhvervsliv",2,1
"9197","Branchearbejdsmiljørådet Jord til Bord (Medlemmer) 26611","Landbrug",2,2
"9198","Branchearbejdsmiljørådet Jord til Bord (Medlemmer) 26611","Stat",3,1
"9199","Branchearbejdsmiljørådet Jord til Bord (Medlemmer) 26611","Statsadministration",3,2
"9200","Branchearbejdsmiljørådet Jord til Bord (Medlemmer) 26611","Infrastruktur",3,3
"9201","Branchearbejdsmiljørådet Jord til Bord (Medlemmer) 26611","Miljø",3,4
"9202","Folkekirkens Uddannelses- og Videnscenter (Bestyrelse) 26612","Stat",1,1
"9203","Folkekirkens Uddannelses- og Videnscenter (Bestyrelse) 26612","Uddannelse",1,2
"9204","Advokatsamfundet (Advokatsamfundets fond) 26613","Stat",1,1
"9205","Advokatsamfundet (Advokatsamfundets fond) 26613","Jura",1,2
"9206","Advokatsamfundet (Advokatsamfundets fond) 26613","Retsvæsen",1,3
"9207","CABI - Center for Aktiv BeskæftigelsesIndsats (Bestyrelse) 26614","Ideologi",1,1
"9208","CABI - Center for Aktiv BeskæftigelsesIndsats (Bestyrelse) 26614","Videnskab",1,2
"9209","CABI - Center for Aktiv BeskæftigelsesIndsats (Bestyrelse) 26614","Samfundsvidenskab",1,3
"9210","CABI - Center for Aktiv BeskæftigelsesIndsats (Bestyrelse) 26614","Stat",2,1
"9211","CABI - Center for Aktiv BeskæftigelsesIndsats (Bestyrelse) 26614","Politik",2,2
"9212","CABI - Center for Aktiv BeskæftigelsesIndsats (Bestyrelse) 26614","Interesseorganisationer",2,3
"9213","CABI - Center for Aktiv BeskæftigelsesIndsats (Bestyrelse) 26614","Arbejdsgiverorganisationer",2,4
"9214","CABI - Center for Aktiv BeskæftigelsesIndsats (Bestyrelse) 26614","Stat",3,1
"9215","CABI - Center for Aktiv BeskæftigelsesIndsats (Bestyrelse) 26614","Statsadministration",3,2
"9216","CABI - Center for Aktiv BeskæftigelsesIndsats (Bestyrelse) 26614","Centraladministration",3,3
"9217","CABI - Center for Aktiv BeskæftigelsesIndsats (Bestyrelse) 26614","Beskæftigelse",3,4
"9218","Biskopper (Medlemmer) 26615","Ideologi",1,1
"9219","Biskopper (Medlemmer) 26615","Religion",1,2
"9220","Biskopper (Medlemmer) 26615","Stat",2,1
"9221","Biskopper (Medlemmer) 26615","Statsadministration",2,2
"9222","Biskopper (Medlemmer) 26615","Centraladministration",2,3
"9223","Biskopper (Medlemmer) 26615","Kulturområdet",2,4
"9224","Biskopper (Medlemmer) 26615","Stat",3,1
"9225","Biskopper (Medlemmer) 26615","Statsadministration",3,2
"9226","Biskopper (Medlemmer) 26615","Lokaladministration",3,3
"9227","Biskopper (Medlemmer) 26615","Regionalt",3,4
"9228","Bornholms Landbrug & Fødevarer (Sekretariat) 26616","Erhvervsliv",1,1
"9229","Bornholms Landbrug & Fødevarer (Sekretariat) 26616","Landbrug",1,2
"9230","Bornholms Landbrug & Fødevarer (Sekretariat) 26616","Ideologi",2,1
"9231","Bornholms Landbrug & Fødevarer (Sekretariat) 26616","Videnskab",2,2
"9232","Bornholms Landbrug & Fødevarer (Sekretariat) 26616","Teknologi",2,3
"9233","Finansiseringsforeningen (Bestyrelse) 26617","Erhvervsliv",1,1
"9234","Finansiseringsforeningen (Bestyrelse) 26617","Landbrug",1,2
"9235","Finansiseringsforeningen (Bestyrelse) 26617","Ideologi",2,1
"9236","Finansiseringsforeningen (Bestyrelse) 26617","Videnskab",2,2
"9237","Finansiseringsforeningen (Bestyrelse) 26617","Samfundsvidenskab",2,3
"9238","Finansiseringsforeningen (Bestyrelse) 26617","Økonomi",2,4
"9239","Finansiseringsforeningen (Bestyrelse) 26617","Mødested",3,1
"9240","Finansiseringsforeningen (Bestyrelse) 26617","Netværk",3,2
"9241","VKST f.m.b.a. (Direktion) 26618","Erhvervsliv",1,1
"9242","VKST f.m.b.a. (Direktion) 26618","Landbrug",1,2
"9243","VKST f.m.b.a. (Direktion) 26618","Ideologi",2,1
"9244","VKST f.m.b.a. (Direktion) 26618","Videnskab",2,2
"9245","VKST f.m.b.a. (Direktion) 26618","Teknologi",2,3
"9246","Vendsyssel Familielandbrug - Rådgivningscenter Nord (Forretningsudvalg og Deltidsudvalg) 26619","Erhvervsliv",1,1
"9247","Vendsyssel Familielandbrug - Rådgivningscenter Nord (Forretningsudvalg og Deltidsudvalg) 26619","Landbrug",1,2
"9248","Vendsyssel Familielandbrug - Rådgivningscenter Nord (Forretningsudvalg og Deltidsudvalg) 26619","Mødested",2,1
"9249","Vendsyssel Familielandbrug - Rådgivningscenter Nord (Forretningsudvalg og Deltidsudvalg) 26619","Familie",2,2
"9250","nf plus (Forretningsudvalg) 26620","Erhvervsliv",1,1
"9251","nf plus (Forretningsudvalg) 26620","Landbrug",1,2
"9252","nf plus (Forretningsudvalg) 26620","Ideologi",2,1
"9253","nf plus (Forretningsudvalg) 26620","Videnskab",2,2
"9254","nf plus (Forretningsudvalg) 26620","Samfundsvidenskab",2,3
"9255","nf plus (Forretningsudvalg) 26620","Mødested",3,1
"9256","nf plus (Forretningsudvalg) 26620","Netværk",3,2
"9257","LANDBRUG & FØDEVARER (Hovedbestyrelse) 26621","Erhvervsliv",1,1
"9258","LANDBRUG & FØDEVARER (Hovedbestyrelse) 26621","Landbrug",1,2
"9259","LANDBRUG & FØDEVARER (Hovedbestyrelse) 26621","Mødested",2,1
"9260","LANDBRUG & FØDEVARER (Hovedbestyrelse) 26621","Netværk",2,2
"9261","Betty Nansen Teatret (bestyrelse) 26622","Ideologi",1,1
"9262","Betty Nansen Teatret (bestyrelse) 26622","Kultur",1,2
"9263","Betty Nansen Teatret (bestyrelse) 26622","Film & Teater",1,3
"9264","Betty Nansen Teatret (bestyrelse) 26622","Stat",2,1
"9265","Betty Nansen Teatret (bestyrelse) 26622","Statsadministration",2,2
"9266","Betty Nansen Teatret (bestyrelse) 26622","Centraladministration",2,3
"9267","Betty Nansen Teatret (bestyrelse) 26622","Kulturområdet",2,4
"9268","LANDBRUG & FØDEVARER (Forretningsudvalg) 26623","Erhvervsliv",1,1
"9269","LANDBRUG & FØDEVARER (Forretningsudvalg) 26623","Landbrug",1,2
"9270","LANDBRUG & FØDEVARER (Forretningsudvalg) 26623","Ideologi",2,1
"9271","LANDBRUG & FØDEVARER (Forretningsudvalg) 26623","Videnskab",2,2
"9272","LANDBRUG & FØDEVARER (Forretningsudvalg) 26623","Samfundsvidenskab",2,3
"9273","LANDBRUG & FØDEVARER (Forretningsudvalg) 26623","Økonomi",2,4
"9274","LANDBRUG & FØDEVARER (Forretningsudvalg) 26623","Mødested",3,1
"9275","LANDBRUG & FØDEVARER (Forretningsudvalg) 26623","Netværk",3,2
"9276","LANDBRUG & FØDEVARER Gris 26624","Erhvervsliv",1,1
"9277","LANDBRUG & FØDEVARER Gris 26624","Landbrug",1,2
"9278","LANDBRUG & FØDEVARER Gris 26624","Ideologi",2,1
"9279","LANDBRUG & FØDEVARER Gris 26624","Videnskab",2,2
"9280","LANDBRUG & FØDEVARER Gris 26624","Samfundsvidenskab",2,3
"9281","LANDBRUG & FØDEVARER Gris 26624","Mødested",3,1
"9282","LANDBRUG & FØDEVARER Gris 26624","Netværk",3,2
"9283","LANDBRUG & FØDEVARER Gris 26624","Stat",4,1
"9284","LANDBRUG & FØDEVARER Gris 26624","Politik",4,2
"9285","LANDBRUG & FØDEVARER Gris 26624","Interesseorganisationer",4,3
"9286","LANDBRUG & FØDEVARER Gris 26624","Erhvervsorganisationer",4,4
"9287","LANDBRUG & FØDEVARER Kvæg 26625","Erhvervsliv",1,1
"9288","LANDBRUG & FØDEVARER Kvæg 26625","Landbrug",1,2
"9289","LANDBRUG & FØDEVARER Kvæg 26625","Ideologi",2,1
"9290","LANDBRUG & FØDEVARER Kvæg 26625","Videnskab",2,2
"9291","LANDBRUG & FØDEVARER Kvæg 26625","Samfundsvidenskab",2,3
"9292","LANDBRUG & FØDEVARER Kvæg 26625","Mødested",3,1
"9293","LANDBRUG & FØDEVARER Kvæg 26625","Netværk",3,2
"9294","LANDBRUG & FØDEVARER Kvæg 26625","Stat",4,1
"9295","LANDBRUG & FØDEVARER Kvæg 26625","Politik",4,2
"9296","LANDBRUG & FØDEVARER Kvæg 26625","Interesseorganisationer",4,3
"9297","LANDBRUG & FØDEVARER Kvæg 26625","Erhvervsorganisationer",4,4
"9298","LANDBRUG & FØDEVARER Planteproduktion 26626","Erhvervsliv",1,1
"9299","LANDBRUG & FØDEVARER Planteproduktion 26626","Landbrug",1,2
"9300","LANDBRUG & FØDEVARER Planteproduktion 26626","Ideologi",2,1
"9301","LANDBRUG & FØDEVARER Planteproduktion 26626","Videnskab",2,2
"9302","LANDBRUG & FØDEVARER Planteproduktion 26626","Samfundsvidenskab",2,3
"9303","LANDBRUG & FØDEVARER Planteproduktion 26626","Mødested",3,1
"9304","LANDBRUG & FØDEVARER Planteproduktion 26626","Netværk",3,2
"9305","LANDBRUG & FØDEVARER Planteproduktion 26626","Stat",4,1
"9306","LANDBRUG & FØDEVARER Planteproduktion 26626","Politik",4,2
"9307","LANDBRUG & FØDEVARER Planteproduktion 26626","Interesseorganisationer",4,3
"9308","LANDBRUG & FØDEVARER Planteproduktion 26626","Erhvervsorganisationer",4,4
"9309","LANDBRUG & FØDEVARER Økologi 26627","Erhvervsliv",1,1
"9310","LANDBRUG & FØDEVARER Økologi 26627","Landbrug",1,2
"9311","LANDBRUG & FØDEVARER Økologi 26627","Ideologi",2,1
"9312","LANDBRUG & FØDEVARER Økologi 26627","Videnskab",2,2
"9313","LANDBRUG & FØDEVARER Økologi 26627","Samfundsvidenskab",2,3
"9314","LANDBRUG & FØDEVARER Økologi 26627","Mødested",3,1
"9315","LANDBRUG & FØDEVARER Økologi 26627","Netværk",3,2
